head,relation,tail,head_type,tail_type
767,MPI,Q8NFU1,metabolite,protein
767,MPI,Q8N1M1,metabolite,protein
767,MPI,Q8NFU0,metabolite,protein
767,MPI,Q8NG04,metabolite,protein
767,MPI,P58743,metabolite,protein
767,MPI,Q4G0N8,metabolite,protein
767,MPI,P23280,metabolite,protein
767,MPI,P35219,metabolite,protein
5283822,MPI,Q9NPD5,metabolite,protein
5283822,MPI,Q9Y6L6,metabolite,protein
5283822,MPI,O15438,metabolite,protein
5283822,MPI,O95342,metabolite,protein
5283822,MPI,Q12908,metabolite,protein
5283822,MPI,Q14973,metabolite,protein
5283822,MPI,P46721,metabolite,protein
5283822,MPI,Q96BD0,metabolite,protein
5283822,MPI,P51161,metabolite,protein
5280450,MPI,P39877,metabolite,protein
5280450,MPI,Q9BZM2,metabolite,protein
5280450,MPI,P47712,metabolite,protein
5280450,MPI,P04054,metabolite,protein
5280450,MPI,Q9BX93,metabolite,protein
5280450,MPI,O15496,metabolite,protein
5280450,MPI,Q9NZK7,metabolite,protein
5280450,MPI,Q9BZM1,metabolite,protein
5280450,MPI,O60733,metabolite,protein
5280450,MPI,P14555,metabolite,protein
5280450,MPI,Q9UNK4,metabolite,protein
5280450,MPI,Q9UP65,metabolite,protein
5280450,MPI,Q9NZ20,metabolite,protein
5280450,MPI,Q14032,metabolite,protein
5280450,MPI,P09917,metabolite,protein
5280450,MPI,O15296,metabolite,protein
5280450,MPI,P16050,metabolite,protein
5280450,MPI,P08684,metabolite,protein
5280450,MPI,P11712,metabolite,protein
5280450,MPI,P33261,metabolite,protein
5280450,MPI,O00154,metabolite,protein
5280450,MPI,P49753,metabolite,protein
5280450,MPI,Q8N9L9,metabolite,protein
5280450,MPI,O14734,metabolite,protein
5280450,MPI,P05181,metabolite,protein
5280450,MPI,Q9HB55,metabolite,protein
5280450,MPI,Q16678,metabolite,protein
5280450,MPI,P33260,metabolite,protein
5280450,MPI,P24903,metabolite,protein
5280450,MPI,Q8N118,metabolite,protein
5280450,MPI,P20813,metabolite,protein
5280450,MPI,P20815,metabolite,protein
5280450,MPI,Q16696,metabolite,protein
5280450,MPI,P24462,metabolite,protein
5280450,MPI,P13584,metabolite,protein
5280450,MPI,Q86W10,metabolite,protein
5280450,MPI,P05177,metabolite,protein
5280450,MPI,P11511,metabolite,protein
5280450,MPI,P10632,metabolite,protein
5280450,MPI,Q96SQ9,metabolite,protein
5280450,MPI,P51589,metabolite,protein
5280450,MPI,P20853,metabolite,protein
5280450,MPI,P11509,metabolite,protein
5280450,MPI,Q6P1J6,metabolite,protein
5280450,MPI,Q86XP0,metabolite,protein
5280450,MPI,Q3MJ16,metabolite,protein
5280450,MPI,Q68DD2,metabolite,protein
5280450,MPI,P0C869,metabolite,protein
5280450,MPI,Q86TX2,metabolite,protein
5280450,MPI,P53816,metabolite,protein
445946,MPI,Q92185,metabolite,protein
445946,MPI,Q9UQ49,metabolite,protein
445946,MPI,Q8N5D6,metabolite,protein
445946,MPI,Q9Y2B2,metabolite,protein
445946,MPI,Q9UNP4,metabolite,protein
445946,MPI,Q00973,metabolite,protein
445946,MPI,Q9BRB3,metabolite,protein
445946,MPI,P37287,metabolite,protein
445946,MPI,Q14442,metabolite,protein
445946,MPI,P57054,metabolite,protein
445946,MPI,Q92535,metabolite,protein
445946,MPI,O96024,metabolite,protein
445946,MPI,P17900,metabolite,protein
445946,MPI,P15812,metabolite,protein
445946,MPI,P61916,metabolite,protein
445946,MPI,P15813,metabolite,protein
445946,MPI,Q9H3S5,metabolite,protein
445946,MPI,Q7Z7B1,metabolite,protein
445946,MPI,Q8TBF5,metabolite,protein
445946,MPI,Q86VD9,metabolite,protein
445946,MPI,Q9BYG0,metabolite,protein
445946,MPI,Q9Y2C3,metabolite,protein
445946,MPI,Q92521,metabolite,protein
445946,MPI,Q07326,metabolite,protein
445946,MPI,Q5H8A4,metabolite,protein
445946,MPI,O95427,metabolite,protein
445946,MPI,Q8TEQ8,metabolite,protein
445946,MPI,Q96S52,metabolite,protein
445946,MPI,Q969N2,metabolite,protein
445946,MPI,Q9H490,metabolite,protein
445946,MPI,Q9NUD9,metabolite,protein
445946,MPI,Q3MUY2,metabolite,protein
445946,MPI,Q96JA3,metabolite,protein
445946,MPI,Q9HCG7,metabolite,protein
445946,MPI,Q92643,metabolite,protein
445946,MPI,O43292,metabolite,protein
445946,MPI,O95397,metabolite,protein
445946,MPI,P06126,metabolite,protein
445946,MPI,Q5TA50,metabolite,protein
445946,MPI,P29017,metabolite,protein
445946,MPI,P18428,metabolite,protein
445946,MPI,P29016,metabolite,protein
445946,MPI,Q9NZD2,metabolite,protein
440552,MPI,P17050,metabolite,protein
440552,MPI,P07686,metabolite,protein
440552,MPI,P06865,metabolite,protein
440552,MPI,Q01415,metabolite,protein
774,MPI,P20711,metabolite,protein
774,MPI,P19801,metabolite,protein
774,MPI,O75106,metabolite,protein
774,MPI,P50135,metabolite,protein
774,MPI,P19113,metabolite,protein
774,MPI,P25021,metabolite,protein
774,MPI,Q05940,metabolite,protein
774,MPI,Q9Y5N1,metabolite,protein
774,MPI,P35367,metabolite,protein
774,MPI,Q9H3N8,metabolite,protein
774,MPI,Q9P2Y4,metabolite,protein
160637,MPI,O00204,metabolite,protein
160637,MPI,P22309,metabolite,protein
160637,MPI,P0DMM9,metabolite,protein
6453952,MPI,Q6IB77,metabolite,protein
6453952,MPI,Q969I3,metabolite,protein
6453952,MPI,Q8WU03,metabolite,protein
6453952,MPI,Q5SZD4,metabolite,protein
125128,MPI,P15907,metabolite,protein
125128,MPI,Q96JF0,metabolite,protein
121893,MPI,P36551,metabolite,protein
121893,MPI,P50336,metabolite,protein
11966146,MPI,Q08426,metabolite,protein
11966146,MPI,Q16836,metabolite,protein
11966146,MPI,P30084,metabolite,protein
11966146,MPI,P40939,metabolite,protein
644066,MPI,O95822,metabolite,protein
644066,MPI,O00763,metabolite,protein
644066,MPI,P49327,metabolite,protein
644066,MPI,Q13085,metabolite,protein
644066,MPI,Q02252,metabolite,protein
644066,MPI,Q8IVS2,metabolite,protein
644066,MPI,Q9GZR5,metabolite,protein
644066,MPI,Q9NXB9,metabolite,protein
644066,MPI,Q9BW60,metabolite,protein
644066,MPI,Q9HB03,metabolite,protein
644066,MPI,Q9NYP7,metabolite,protein
644066,MPI,Q9H5J4,metabolite,protein
13946,MPI,P17516,metabolite,protein
50990081,MPI,O76062,metabolite,protein
50990081,MPI,Q15800,metabolite,protein
50990081,MPI,Q15392,metabolite,protein
50990081,MPI,Q96IV6,metabolite,protein
185498,MPI,Q06278,metabolite,protein
185498,MPI,P47989,metabolite,protein
185498,MPI,P51687,metabolite,protein
185498,MPI,Q9NQX3,metabolite,protein
185498,MPI,Q969Z3,metabolite,protein
185498,MPI,Q96EN8,metabolite,protein
185498,MPI,Q5VT66,metabolite,protein
167,MPI,P22102,metabolite,protein
167,MPI,P09417,metabolite,protein
107909,MPI,P48637,metabolite,protein
439597,MPI,P43251,metabolite,protein
439853,MPI,Q8N5D6,metabolite,protein
439853,MPI,Q9Y2B2,metabolite,protein
439853,MPI,O15269,metabolite,protein
439853,MPI,O15270,metabolite,protein
439853,MPI,Q9BRB3,metabolite,protein
439853,MPI,P37287,metabolite,protein
439853,MPI,Q14442,metabolite,protein
439853,MPI,P57054,metabolite,protein
439853,MPI,Q92535,metabolite,protein
439853,MPI,P17900,metabolite,protein
439853,MPI,P15812,metabolite,protein
439853,MPI,P61916,metabolite,protein
439853,MPI,P15813,metabolite,protein
439853,MPI,Q9H3S5,metabolite,protein
439853,MPI,Q7Z7B1,metabolite,protein
439853,MPI,Q06136,metabolite,protein
439853,MPI,Q8TBF5,metabolite,protein
439853,MPI,Q86VD9,metabolite,protein
439853,MPI,Q9BYG0,metabolite,protein
